location,time,temperature_2m_max,temperature_2m_min,precipitation_sum,wind_speed_10m_max,cloudcover_mean,shortwave_radiation_sum,city
Ahmedabad,2022-01-01,26.9,15.9,0.0,14.7,31,14.73,Ahmedabad
Ahmedabad,2022-01-02,27.8,16.2,0.0,12.4,9,14.48,Ahmedabad
Ahmedabad,2022-01-03,28.3,17.2,0.0,13.7,22,15.13,Ahmedabad
Ahmedabad,2022-01-04,28.8,17.7,0.0,9.6,23,14.97,Ahmedabad
Ahmedabad,2022-01-05,29.3,18.4,0.0,21.6,68,11.95,Ahmedabad
Ahmedabad,2022-01-06,20.3,15.8,4.7,10.0,85,3.28,Ahmedabad
Ahmedabad,2022-01-07,25.4,13.6,0.1,11.9,26,13.64,Ahmedabad
Ahmedabad,2022-01-08,22.8,13.1,0.1,13.0,5,15.91,Ahmedabad
Ahmedabad,2022-01-09,21.8,10.2,0.0,11.9,0,16.5,Ahmedabad
Ahmedabad,2022-01-10,22.6,10.5,0.0,14.9,0,16.35,Ahmedabad
Ahmedabad,2022-01-11,22.0,11.2,0.0,15.3,0,16.64,Ahmedabad
Ahmedabad,2022-01-12,21.8,10.2,0.0,15.5,0,16.59,Ahmedabad
Ahmedabad,2022-01-13,22.9,10.8,0.0,16.2,0,16.51,Ahmedabad
Ahmedabad,2022-01-14,24.1,10.8,0.0,16.6,0,16.45,Ahmedabad
Ahmedabad,2022-01-15,24.7,11.8,0.0,16.1,0,16.52,Ahmedabad
Ahmedabad,2022-01-16,26.0,13.2,0.0,16.2,0,16.58,Ahmedabad
Ahmedabad,2022-01-17,26.9,13.6,0.0,13.7,0,16.36,Ahmedabad
Ahmedabad,2022-01-18,27.3,13.8,0.0,11.2,0,16.44,Ahmedabad
Ahmedabad,2022-01-19,28.1,14.1,0.0,11.5,0,16.42,Ahmedabad
Ahmedabad,2022-01-20,28.2,15.1,0.0,14.2,1,16.51,Ahmedabad
Ahmedabad,2022-01-21,28.5,16.3,0.1,15.7,18,14.84,Ahmedabad
Ahmedabad,2022-01-22,26.9,17.4,0.2,27.0,23,15.87,Ahmedabad
Ahmedabad,2022-01-23,21.7,11.8,0.0,13.7,0,17.74,Ahmedabad
Ahmedabad,2022-01-24,22.3,7.9,0.0,9.7,0,17.93,Ahmedabad
Ahmedabad,2022-01-25,23.0,9.8,0.0,11.6,0,17.76,Ahmedabad
Ahmedabad,2022-01-26,23.2,9.6,0.0,11.5,0,18.03,Ahmedabad
Ahmedabad,2022-01-27,23.9,11.7,0.0,15.1,0,18.16,Ahmedabad
Ahmedabad,2022-01-28,24.6,11.2,0.0,16.3,0,18.46,Ahmedabad
Ahmedabad,2022-01-29,26.7,10.5,0.0,12.5,0,18.49,Ahmedabad
Ahmedabad,2022-01-30,27.4,10.3,0.0,11.9,0,18.55,Ahmedabad
Ahmedabad,2022-01-31,27.4,11.5,0.0,10.2,0,18.13,Ahmedabad
Ahmedabad,2022-02-01,29.5,14.4,0.0,9.6,0,18.09,Ahmedabad
Ahmedabad,2022-02-02,29.8,13.9,0.0,12.2,0,18.55,Ahmedabad
Ahmedabad,2022-02-03,27.8,16.2,0.0,16.5,0,18.81,Ahmedabad
Ahmedabad,2022-02-04,26.7,11.8,0.0,11.2,0,19.44,Ahmedabad
Ahmedabad,2022-02-05,27.3,13.4,0.0,10.4,0,19.31,Ahmedabad
Ahmedabad,2022-02-06,28.9,12.0,0.0,9.7,0,19.4,Ahmedabad
Ahmedabad,2022-02-07,28.5,13.4,0.0,13.5,0,19.15,Ahmedabad
Ahmedabad,2022-02-08,28.5,14.8,0.0,10.1,2,19.0,Ahmedabad
Ahmedabad,2022-02-09,28.3,17.7,0.0,14.8,14,18.64,Ahmedabad
Ahmedabad,2022-02-10,27.9,16.2,0.0,16.9,0,19.54,Ahmedabad
Ahmedabad,2022-02-11,27.3,15.2,0.0,20.0,0,20.13,Ahmedabad
Ahmedabad,2022-02-12,28.7,13.7,0.0,13.5,0,20.4,Ahmedabad
Ahmedabad,2022-02-13,29.5,13.2,0.0,12.5,0,20.24,Ahmedabad
Ahmedabad,2022-02-14,30.1,14.5,0.0,10.5,4,19.87,Ahmedabad
Ahmedabad,2022-02-15,29.9,15.8,0.0,11.6,1,20.14,Ahmedabad
Ahmedabad,2022-02-16,30.7,16.6,0.0,12.9,1,20.08,Ahmedabad
Ahmedabad,2022-02-17,31.4,16.3,0.0,13.2,6,19.86,Ahmedabad
Ahmedabad,2022-02-18,31.6,17.3,0.0,13.0,4,20.14,Ahmedabad
Ahmedabad,2022-02-19,32.8,18.9,0.0,16.9,0,20.41,Ahmedabad
Ahmedabad,2022-02-20,31.9,17.0,0.0,14.8,0,21.2,Ahmedabad
Ahmedabad,2022-02-21,33.1,17.9,0.0,13.0,0,20.91,Ahmedabad
Ahmedabad,2022-02-22,33.4,16.5,0.0,14.3,0,21.24,Ahmedabad
Ahmedabad,2022-02-23,32.2,17.7,0.0,10.9,0,21.34,Ahmedabad
Ahmedabad,2022-02-24,33.4,18.6,0.0,12.1,0,21.59,Ahmedabad
Ahmedabad,2022-02-25,33.8,16.3,0.0,10.3,0,21.79,Ahmedabad
Ahmedabad,2022-02-26,32.7,17.2,0.0,11.6,0,21.68,Ahmedabad
Ahmedabad,2022-02-27,33.3,17.1,0.0,12.9,0,21.78,Ahmedabad
Ahmedabad,2022-02-28,33.2,20.2,0.0,20.3,0,21.64,Ahmedabad
Ahmedabad,2022-03-01,34.1,18.1,0.0,11.9,0,21.73,Ahmedabad
Ahmedabad,2022-03-02,34.4,18.7,0.0,14.2,2,21.47,Ahmedabad
Ahmedabad,2022-03-03,34.3,19.7,0.0,14.6,0,22.24,Ahmedabad
Ahmedabad,2022-03-04,33.0,18.9,0.0,22.0,0,22.54,Ahmedabad
Ahmedabad,2022-03-05,33.7,19.5,0.0,18.9,0,22.8,Ahmedabad
Ahmedabad,2022-03-06,34.8,16.9,0.0,11.2,27,22.56,Ahmedabad
Ahmedabad,2022-03-07,36.0,18.5,0.0,12.6,27,22.16,Ahmedabad
Ahmedabad,2022-03-08,35.9,20.1,0.0,12.7,52,20.64,Ahmedabad
Ahmedabad,2022-03-09,36.1,21.3,0.0,14.8,7,21.06,Ahmedabad
Ahmedabad,2022-03-10,35.9,20.2,0.0,11.2,1,22.54,Ahmedabad
Ahmedabad,2022-03-11,36.4,21.2,0.0,15.7,0,22.78,Ahmedabad
Ahmedabad,2022-03-12,37.0,21.3,0.0,14.1,0,23.34,Ahmedabad
Ahmedabad,2022-03-13,37.8,20.4,0.0,10.1,0,23.28,Ahmedabad
Ahmedabad,2022-03-14,39.0,21.0,0.0,11.3,0,23.21,Ahmedabad
Ahmedabad,2022-03-15,40.0,23.9,0.0,14.5,3,23.54,Ahmedabad
Ahmedabad,2022-03-16,40.2,23.2,0.0,12.8,7,23.55,Ahmedabad
Ahmedabad,2022-03-17,40.2,24.7,0.0,15.1,0,23.73,Ahmedabad
Ahmedabad,2022-03-18,40.4,23.7,0.0,14.6,0,23.93,Ahmedabad
Ahmedabad,2022-03-19,39.3,23.6,0.0,14.7,15,23.05,Ahmedabad
Ahmedabad,2022-03-20,38.4,22.4,0.0,14.8,0,23.87,Ahmedabad
Ahmedabad,2022-03-21,39.0,22.9,0.0,17.1,1,24.13,Ahmedabad
Ahmedabad,2022-03-22,38.8,24.6,0.0,19.7,10,23.98,Ahmedabad
Ahmedabad,2022-03-23,37.8,24.2,0.0,16.6,46,21.75,Ahmedabad
Ahmedabad,2022-03-24,38.2,25.6,0.0,17.0,34,20.43,Ahmedabad
Ahmedabad,2022-03-25,36.4,22.4,0.0,13.2,33,14.76,Ahmedabad
Ahmedabad,2022-03-26,41.0,23.8,0.0,10.5,4,24.0,Ahmedabad
Ahmedabad,2022-03-27,41.1,23.6,0.0,13.6,0,24.46,Ahmedabad
Ahmedabad,2022-03-28,40.7,24.8,0.0,19.0,0,24.99,Ahmedabad
Ahmedabad,2022-03-29,40.9,23.5,0.0,19.6,0,25.16,Ahmedabad
Ahmedabad,2022-03-30,40.2,22.4,0.0,12.0,0,25.35,Ahmedabad
Ahmedabad,2022-03-31,40.5,22.2,0.0,14.8,0,25.08,Ahmedabad
Ahmedabad,2022-04-01,41.1,24.0,0.0,12.7,0,24.97,Ahmedabad
Ahmedabad,2022-04-02,40.8,24.8,0.0,13.2,0,24.98,Ahmedabad
Ahmedabad,2022-04-03,42.1,24.5,0.0,10.8,6,25.43,Ahmedabad
Ahmedabad,2022-04-04,42.1,24.6,0.0,15.0,1,25.33,Ahmedabad
Ahmedabad,2022-04-05,42.8,25.7,0.0,14.9,17,23.06,Ahmedabad
Ahmedabad,2022-04-06,42.2,25.7,0.0,16.8,48,25.12,Ahmedabad
Ahmedabad,2022-04-07,43.3,24.5,0.0,14.5,62,25.29,Ahmedabad
Ahmedabad,2022-04-08,43.5,26.4,0.0,17.4,14,25.61,Ahmedabad
Ahmedabad,2022-04-09,41.7,26.4,0.0,16.4,0,25.7,Ahmedabad
Ahmedabad,2022-04-10,41.1,25.0,0.0,16.1,0,25.55,Ahmedabad
Ahmedabad,2022-04-11,40.8,25.3,0.0,12.0,78,24.4,Ahmedabad
Ahmedabad,2022-04-12,40.7,25.0,0.0,14.3,64,24.76,Ahmedabad
Ahmedabad,2022-04-13,41.3,23.6,0.0,15.5,0,26.14,Ahmedabad
Ahmedabad,2022-04-14,41.4,23.9,0.0,17.3,0,26.41,Ahmedabad
Ahmedabad,2022-04-15,41.3,24.7,0.0,17.5,1,25.96,Ahmedabad
Ahmedabad,2022-04-16,42.0,23.6,0.0,17.6,1,26.21,Ahmedabad
Ahmedabad,2022-04-17,41.8,24.3,0.0,17.9,1,26.17,Ahmedabad
Ahmedabad,2022-04-18,41.8,24.3,0.0,14.4,1,25.93,Ahmedabad
Ahmedabad,2022-04-19,41.2,25.2,0.0,16.6,49,25.75,Ahmedabad
Ahmedabad,2022-04-20,40.8,26.8,0.0,26.7,80,22.26,Ahmedabad
Ahmedabad,2022-04-21,41.3,27.5,0.0,16.4,42,24.57,Ahmedabad
Ahmedabad,2022-04-22,41.3,25.9,0.0,18.2,1,26.18,Ahmedabad
Ahmedabad,2022-04-23,41.6,26.7,0.0,15.3,1,26.09,Ahmedabad
Ahmedabad,2022-04-24,42.0,27.0,0.0,16.2,0,26.3,Ahmedabad
Ahmedabad,2022-04-25,41.4,26.8,0.0,18.0,0,26.54,Ahmedabad
Ahmedabad,2022-04-26,41.8,26.1,0.0,14.2,0,26.72,Ahmedabad
Ahmedabad,2022-04-27,42.8,26.7,0.0,16.5,0,26.33,Ahmedabad
Ahmedabad,2022-04-28,43.6,27.4,0.0,16.0,0,26.34,Ahmedabad
Ahmedabad,2022-04-29,43.3,29.1,0.0,24.7,0,26.51,Ahmedabad
Ahmedabad,2022-04-30,44.0,27.3,0.0,21.3,3,25.63,Ahmedabad
Ahmedabad,2022-05-01,43.5,26.8,0.0,24.4,1,25.84,Ahmedabad
Ahmedabad,2022-05-02,41.7,27.1,0.0,22.1,7,24.94,Ahmedabad
Ahmedabad,2022-05-03,41.8,25.7,0.0,21.9,2,26.14,Ahmedabad
Ahmedabad,2022-05-04,41.7,25.4,0.0,14.3,0,26.55,Ahmedabad
Ahmedabad,2022-05-05,40.9,26.7,0.0,15.5,5,25.78,Ahmedabad
Ahmedabad,2022-05-06,41.8,28.2,0.0,15.2,4,25.22,Ahmedabad
Ahmedabad,2022-05-07,42.2,28.3,0.0,16.8,4,24.89,Ahmedabad
Ahmedabad,2022-05-08,43.1,28.9,0.0,18.7,6,24.28,Ahmedabad
Ahmedabad,2022-05-09,43.7,28.4,0.0,17.2,14,25.28,Ahmedabad
Ahmedabad,2022-05-10,44.3,28.9,0.0,19.2,24,23.74,Ahmedabad
Ahmedabad,2022-05-11,45.3,29.8,0.0,21.5,45,24.55,Ahmedabad
Ahmedabad,2022-05-12,44.9,29.8,0.0,23.1,1,25.72,Ahmedabad
Ahmedabad,2022-05-13,43.2,27.9,0.0,22.7,3,26.25,Ahmedabad
Ahmedabad,2022-05-14,43.1,27.8,0.0,23.3,3,25.19,Ahmedabad
Ahmedabad,2022-05-15,43.1,27.7,0.0,20.6,7,24.61,Ahmedabad
Ahmedabad,2022-05-16,43.2,26.5,0.0,21.5,0,26.46,Ahmedabad
Ahmedabad,2022-05-17,40.6,26.7,0.0,22.9,2,26.01,Ahmedabad
Ahmedabad,2022-05-18,41.9,26.2,0.0,15.3,1,26.45,Ahmedabad
Ahmedabad,2022-05-19,42.8,28.2,0.0,17.1,0,26.25,Ahmedabad
Ahmedabad,2022-05-20,42.6,28.8,0.0,22.1,0,26.16,Ahmedabad
Ahmedabad,2022-05-21,42.5,26.9,0.0,29.5,0,26.24,Ahmedabad
Ahmedabad,2022-05-22,41.3,27.4,0.0,28.2,20,22.67,Ahmedabad
Ahmedabad,2022-05-23,41.6,28.2,0.0,27.4,14,24.2,Ahmedabad
Ahmedabad,2022-05-24,40.9,28.2,0.0,21.3,15,24.71,Ahmedabad
Ahmedabad,2022-05-25,40.8,28.4,0.0,18.3,10,24.42,Ahmedabad
Ahmedabad,2022-05-26,40.6,27.8,0.0,22.3,9,24.5,Ahmedabad
Ahmedabad,2022-05-27,40.3,27.6,0.0,25.3,12,24.02,Ahmedabad
Ahmedabad,2022-05-28,40.7,27.5,0.1,24.6,15,24.15,Ahmedabad
Ahmedabad,2022-05-29,40.2,28.2,0.1,21.5,12,23.72,Ahmedabad
Ahmedabad,2022-05-30,40.7,27.6,0.0,21.7,14,24.38,Ahmedabad
Ahmedabad,2022-05-31,41.2,26.8,0.0,22.6,16,25.6,Ahmedabad
Ahmedabad,2022-06-01,42.6,27.4,0.0,22.9,1,26.36,Ahmedabad
Ahmedabad,2022-06-02,42.5,26.4,0.0,19.9,25,25.25,Ahmedabad
Ahmedabad,2022-06-03,42.2,26.3,0.0,20.5,77,25.84,Ahmedabad
Ahmedabad,2022-06-04,42.1,27.5,0.0,18.7,18,25.79,Ahmedabad
Ahmedabad,2022-06-05,41.8,26.7,0.0,16.3,6,26.13,Ahmedabad
Ahmedabad,2022-06-06,41.6,27.0,0.0,22.6,3,26.0,Ahmedabad
Ahmedabad,2022-06-07,40.9,28.0,0.0,20.0,9,25.23,Ahmedabad
Ahmedabad,2022-06-08,40.8,29.2,0.0,23.3,14,24.21,Ahmedabad
Ahmedabad,2022-06-09,40.7,27.9,0.0,21.7,7,24.83,Ahmedabad
Ahmedabad,2022-06-10,40.7,29.0,0.0,23.7,8,25.2,Ahmedabad
Ahmedabad,2022-06-11,40.5,29.8,0.0,25.3,21,24.69,Ahmedabad
Ahmedabad,2022-06-12,36.8,26.6,3.1,20.4,59,15.84,Ahmedabad
Ahmedabad,2022-06-13,33.8,27.7,2.8,19.3,74,14.7,Ahmedabad
Ahmedabad,2022-06-14,37.2,27.8,0.4,20.3,78,18.09,Ahmedabad
Ahmedabad,2022-06-15,37.2,27.9,0.9,23.7,31,19.44,Ahmedabad
Ahmedabad,2022-06-16,37.6,28.1,1.5,21.5,55,22.49,Ahmedabad
Ahmedabad,2022-06-17,38.6,28.8,0.9,23.3,35,23.36,Ahmedabad
Ahmedabad,2022-06-18,36.3,28.6,3.2,22.3,65,21.1,Ahmedabad
Ahmedabad,2022-06-19,35.3,28.3,2.5,22.1,65,19.5,Ahmedabad
Ahmedabad,2022-06-20,38.6,28.2,0.5,25.6,39,22.45,Ahmedabad
Ahmedabad,2022-06-21,37.8,28.1,0.1,25.2,18,23.61,Ahmedabad
Ahmedabad,2022-06-22,37.8,26.1,0.6,20.3,27,22.24,Ahmedabad
Ahmedabad,2022-06-23,36.9,26.4,2.4,13.8,52,22.97,Ahmedabad
Ahmedabad,2022-06-24,39.1,27.4,0.0,22.8,62,18.06,Ahmedabad
Ahmedabad,2022-06-25,39.6,27.0,0.0,17.4,24,24.71,Ahmedabad
Ahmedabad,2022-06-26,41.1,28.0,9.6,23.6,63,22.29,Ahmedabad
Ahmedabad,2022-06-27,36.3,27.7,0.7,22.7,78,19.1,Ahmedabad
Ahmedabad,2022-06-28,37.8,28.2,0.8,22.8,84,19.59,Ahmedabad
Ahmedabad,2022-06-29,37.9,28.5,0.0,22.0,100,17.58,Ahmedabad
Ahmedabad,2022-06-30,37.3,29.2,0.4,22.8,100,18.51,Ahmedabad
Ahmedabad,2022-07-01,35.4,25.9,27.5,23.0,98,17.16,Ahmedabad
Ahmedabad,2022-07-02,32.8,26.0,19.8,16.2,100,12.02,Ahmedabad
Ahmedabad,2022-07-03,33.9,25.8,9.5,21.2,94,18.8,Ahmedabad
Ahmedabad,2022-07-04,33.4,26.2,6.6,17.8,96,16.56,Ahmedabad
Ahmedabad,2022-07-05,32.2,25.8,22.1,15.5,100,12.41,Ahmedabad
Ahmedabad,2022-07-06,31.6,25.3,9.4,18.5,75,18.21,Ahmedabad
Ahmedabad,2022-07-07,32.4,26.3,6.3,15.2,96,18.51,Ahmedabad
Ahmedabad,2022-07-08,27.0,25.4,168.3,26.6,100,3.81,Ahmedabad
Ahmedabad,2022-07-09,30.6,25.2,13.5,19.5,97,13.5,Ahmedabad
Ahmedabad,2022-07-10,28.4,24.7,58.9,17.7,100,10.18,Ahmedabad
Ahmedabad,2022-07-11,27.9,24.5,54.6,19.9,98,9.81,Ahmedabad
Ahmedabad,2022-07-12,30.0,25.3,5.0,19.1,100,12.57,Ahmedabad
Ahmedabad,2022-07-13,32.3,25.6,13.8,18.2,94,17.19,Ahmedabad
Ahmedabad,2022-07-14,29.9,25.6,23.5,10.2,100,8.37,Ahmedabad
Ahmedabad,2022-07-15,30.3,25.1,9.0,25.5,96,16.16,Ahmedabad
Ahmedabad,2022-07-16,32.1,25.2,2.0,31.2,95,19.76,Ahmedabad
Ahmedabad,2022-07-17,32.4,26.3,1.6,20.0,82,21.9,Ahmedabad
Ahmedabad,2022-07-18,31.6,25.5,14.3,17.6,97,17.57,Ahmedabad
Ahmedabad,2022-07-19,26.9,25.2,73.5,19.7,100,3.91,Ahmedabad
Ahmedabad,2022-07-20,32.6,25.4,0.7,18.0,97,19.98,Ahmedabad
Ahmedabad,2022-07-21,32.1,25.2,1.3,17.7,92,21.73,Ahmedabad
Ahmedabad,2022-07-22,32.0,25.3,4.1,16.9,88,21.79,Ahmedabad
Ahmedabad,2022-07-23,30.3,25.0,6.4,15.9,99,13.49,Ahmedabad
Ahmedabad,2022-07-24,27.6,24.4,46.5,17.2,100,5.63,Ahmedabad
Ahmedabad,2022-07-25,30.9,24.5,6.1,16.6,95,19.65,Ahmedabad
Ahmedabad,2022-07-26,28.9,24.8,1.3,14.8,100,11.89,Ahmedabad
Ahmedabad,2022-07-27,31.2,24.4,4.3,14.5,87,18.45,Ahmedabad
Ahmedabad,2022-07-28,32.4,24.6,0.4,12.2,70,22.74,Ahmedabad
Ahmedabad,2022-07-29,32.3,25.7,0.8,15.1,91,22.2,Ahmedabad
Ahmedabad,2022-07-30,31.9,25.6,0.7,14.8,65,21.27,Ahmedabad
Ahmedabad,2022-07-31,31.3,25.5,1.6,16.4,62,20.67,Ahmedabad
Ahmedabad,2022-08-01,32.6,25.7,1.1,16.6,65,21.44,Ahmedabad
Ahmedabad,2022-08-02,31.9,25.4,1.3,16.3,60,19.04,Ahmedabad
Ahmedabad,2022-08-03,31.6,25.9,2.3,9.3,99,15.26,Ahmedabad
Ahmedabad,2022-08-04,31.4,25.4,9.1,9.1,100,16.75,Ahmedabad
Ahmedabad,2022-08-05,30.3,25.2,19.7,11.1,98,11.43,Ahmedabad
Ahmedabad,2022-08-06,30.7,24.6,3.8,11.9,92,14.17,Ahmedabad
Ahmedabad,2022-08-07,32.5,25.2,9.5,10.4,92,21.52,Ahmedabad
Ahmedabad,2022-08-08,32.5,26.0,5.4,7.7,98,20.12,Ahmedabad
Ahmedabad,2022-08-09,31.9,25.5,18.3,12.0,94,16.19,Ahmedabad
Ahmedabad,2022-08-10,31.2,25.2,7.4,15.6,94,18.2,Ahmedabad
Ahmedabad,2022-08-11,29.9,25.9,9.6,29.5,100,13.77,Ahmedabad
Ahmedabad,2022-08-12,31.4,25.7,11.6,23.3,98,15.64,Ahmedabad
Ahmedabad,2022-08-13,31.3,25.3,3.2,22.1,86,20.43,Ahmedabad
Ahmedabad,2022-08-14,30.5,24.4,18.3,18.8,86,17.95,Ahmedabad
Ahmedabad,2022-08-15,29.6,24.6,1.7,14.4,100,10.94,Ahmedabad
Ahmedabad,2022-08-16,27.5,24.5,19.3,20.7,100,7.59,Ahmedabad
Ahmedabad,2022-08-17,28.4,24.7,14.9,25.3,98,8.87,Ahmedabad
Ahmedabad,2022-08-18,29.8,24.7,7.4,19.4,81,15.99,Ahmedabad
Ahmedabad,2022-08-19,30.9,24.3,4.8,18.1,76,18.48,Ahmedabad
Ahmedabad,2022-08-20,31.2,24.6,2.9,14.8,88,18.27,Ahmedabad
Ahmedabad,2022-08-21,31.8,24.5,0.7,13.8,98,21.23,Ahmedabad
Ahmedabad,2022-08-22,29.1,25.2,1.4,19.8,100,10.57,Ahmedabad
Ahmedabad,2022-08-23,26.8,24.9,10.5,22.0,100,4.67,Ahmedabad
Ahmedabad,2022-08-24,29.9,24.3,19.3,22.5,100,8.38,Ahmedabad
Ahmedabad,2022-08-25,31.2,23.2,1.3,14.3,46,21.47,Ahmedabad
Ahmedabad,2022-08-26,30.9,24.5,0.3,12.6,24,21.1,Ahmedabad
Ahmedabad,2022-08-27,30.2,23.7,2.3,13.1,30,21.17,Ahmedabad
Ahmedabad,2022-08-28,31.2,23.5,0.9,11.6,85,20.7,Ahmedabad
Ahmedabad,2022-08-29,30.8,24.6,0.7,8.7,97,19.57,Ahmedabad
Ahmedabad,2022-08-30,31.8,24.9,0.8,7.0,76,19.09,Ahmedabad
Ahmedabad,2022-08-31,32.2,25.9,1.5,9.7,63,19.85,Ahmedabad
Ahmedabad,2022-09-01,32.3,26.6,1.0,10.0,98,15.75,Ahmedabad
Ahmedabad,2022-09-02,32.3,25.5,0.5,6.4,92,18.57,Ahmedabad
Ahmedabad,2022-09-03,33.0,26.3,0.4,10.1,42,21.77,Ahmedabad
Ahmedabad,2022-09-04,33.0,26.3,0.1,16.8,58,19.57,Ahmedabad
Ahmedabad,2022-09-05,31.9,25.9,1.1,14.6,59,19.03,Ahmedabad
Ahmedabad,2022-09-06,31.5,25.9,1.5,10.4,38,20.66,Ahmedabad
Ahmedabad,2022-09-07,33.9,25.4,0.0,8.0,16,22.28,Ahmedabad
Ahmedabad,2022-09-08,35.0,27.1,4.0,14.7,46,20.49,Ahmedabad
Ahmedabad,2022-09-09,35.8,27.4,0.5,17.3,68,21.55,Ahmedabad
Ahmedabad,2022-09-10,35.5,25.8,6.5,14.5,57,22.5,Ahmedabad
Ahmedabad,2022-09-11,33.5,26.6,10.0,15.0,88,18.43,Ahmedabad
Ahmedabad,2022-09-12,32.8,26.1,17.6,17.5,93,17.66,Ahmedabad
Ahmedabad,2022-09-13,31.3,24.9,27.9,11.7,100,13.75,Ahmedabad
Ahmedabad,2022-09-14,30.5,24.8,4.4,11.2,100,11.84,Ahmedabad
Ahmedabad,2022-09-15,29.9,24.6,11.3,15.1,100,10.64,Ahmedabad
Ahmedabad,2022-09-16,31.4,24.4,3.0,21.5,51,19.26,Ahmedabad
Ahmedabad,2022-09-17,31.5,23.4,0.2,13.5,51,21.02,Ahmedabad
Ahmedabad,2022-09-18,31.8,24.2,0.3,9.5,34,21.59,Ahmedabad
Ahmedabad,2022-09-19,31.5,24.1,0.0,11.2,58,16.75,Ahmedabad
Ahmedabad,2022-09-20,31.3,25.0,0.0,15.0,33,20.21,Ahmedabad
Ahmedabad,2022-09-21,31.4,24.0,0.0,15.6,34,21.08,Ahmedabad
Ahmedabad,2022-09-22,31.4,23.9,0.0,19.9,85,17.5,Ahmedabad
Ahmedabad,2022-09-23,30.9,24.4,0.2,20.2,76,16.79,Ahmedabad
Ahmedabad,2022-09-24,31.4,23.8,0.2,16.6,37,19.65,Ahmedabad
Ahmedabad,2022-09-25,31.5,23.3,0.0,11.5,15,21.66,Ahmedabad
Ahmedabad,2022-09-26,31.4,23.7,1.7,14.5,53,17.96,Ahmedabad
Ahmedabad,2022-09-27,32.2,23.8,0.0,11.1,26,19.18,Ahmedabad
Ahmedabad,2022-09-28,32.3,24.1,2.0,10.0,47,18.06,Ahmedabad
Ahmedabad,2022-09-29,33.5,24.2,0.0,14.8,16,19.84,Ahmedabad
Ahmedabad,2022-09-30,34.0,24.8,0.0,9.9,4,21.35,Ahmedabad
Ahmedabad,2022-10-01,33.6,25.4,0.0,13.7,5,21.14,Ahmedabad
Ahmedabad,2022-10-02,32.4,24.2,0.0,10.8,10,20.58,Ahmedabad
Ahmedabad,2022-10-03,32.7,24.6,0.2,11.5,7,20.21,Ahmedabad
Ahmedabad,2022-10-04,35.0,24.9,0.0,13.2,40,21.03,Ahmedabad
Ahmedabad,2022-10-05,36.3,25.8,0.0,16.4,45,20.74,Ahmedabad
Ahmedabad,2022-10-06,34.5,27.4,0.0,15.6,86,14.45,Ahmedabad
Ahmedabad,2022-10-07,28.4,22.7,25.7,29.3,100,8.36,Ahmedabad
Ahmedabad,2022-10-08,27.4,23.2,31.7,13.7,100,7.38,Ahmedabad
Ahmedabad,2022-10-09,31.3,24.4,1.8,11.7,77,14.7,Ahmedabad
Ahmedabad,2022-10-10,32.1,24.8,0.3,13.3,74,17.41,Ahmedabad
Ahmedabad,2022-10-11,33.5,24.5,0.0,9.4,13,19.36,Ahmedabad
Ahmedabad,2022-10-12,33.9,23.9,0.0,11.7,16,19.59,Ahmedabad
Ahmedabad,2022-10-13,34.0,22.2,0.0,13.1,0,21.09,Ahmedabad
Ahmedabad,2022-10-14,33.4,22.2,0.0,14.8,0,20.93,Ahmedabad
Ahmedabad,2022-10-15,34.1,21.8,0.0,12.9,2,20.82,Ahmedabad
Ahmedabad,2022-10-16,33.8,21.5,0.0,17.6,2,20.92,Ahmedabad
Ahmedabad,2022-10-17,34.1,21.2,0.0,15.9,0,20.82,Ahmedabad
Ahmedabad,2022-10-18,34.7,20.8,0.0,12.0,0,20.52,Ahmedabad
Ahmedabad,2022-10-19,34.1,20.3,0.0,10.6,0,20.45,Ahmedabad
Ahmedabad,2022-10-20,33.6,20.7,0.0,14.9,10,18.97,Ahmedabad
Ahmedabad,2022-10-21,34.6,22.8,0.0,16.1,0,20.16,Ahmedabad
Ahmedabad,2022-10-22,34.2,22.2,0.0,17.3,0,20.14,Ahmedabad
Ahmedabad,2022-10-23,34.1,19.4,0.0,11.9,0,19.98,Ahmedabad
Ahmedabad,2022-10-24,33.7,20.3,0.0,9.9,0,19.97,Ahmedabad
Ahmedabad,2022-10-25,33.9,19.7,0.0,12.9,0,19.83,Ahmedabad
Ahmedabad,2022-10-26,33.3,19.9,0.0,9.7,0,19.6,Ahmedabad
Ahmedabad,2022-10-27,33.8,19.4,0.0,8.6,2,19.22,Ahmedabad
Ahmedabad,2022-10-28,34.3,21.5,0.0,14.1,1,19.0,Ahmedabad
Ahmedabad,2022-10-29,34.1,20.5,0.0,10.5,6,17.94,Ahmedabad
Ahmedabad,2022-10-30,34.4,20.5,0.0,14.3,0,18.94,Ahmedabad
Ahmedabad,2022-10-31,33.2,19.1,0.0,17.6,0,19.26,Ahmedabad
Ahmedabad,2022-11-01,33.1,19.7,0.0,12.2,0,18.79,Ahmedabad
Ahmedabad,2022-11-02,34.3,19.8,0.0,11.8,0,18.72,Ahmedabad
Ahmedabad,2022-11-03,34.5,19.7,0.0,10.2,0,18.52,Ahmedabad
Ahmedabad,2022-11-04,34.9,19.6,0.0,9.0,0,18.42,Ahmedabad
Ahmedabad,2022-11-05,35.1,19.1,0.0,10.8,2,18.24,Ahmedabad
